task_id,test_idx,n_views,n_unique_grids,view_level_accuracy,top1_share,top2_share,top1_top2_gap,vote_entropy,top1_correct
1a6449f1,0,510,377,0.0,0.011764705882352941,0.00980392156862745,0.00196078431372549,5.80284327601773,False
1acc24af,0,510,52,0.0,0.26666666666666666,0.1450980392156863,0.12156862745098039,2.6717618073370826,False
1c02dbbe,0,510,123,0.5392156862745098,0.5392156862745098,0.06862745098039216,0.47058823529411764,2.594058955832022,True
1c0d0a4b,0,510,1,1.0,1.0,0.0,1.0,0.0,True
1c56ad9f,0,510,264,0.2,0.2,0.03137254901960784,0.16862745098039217,4.723269862205006,True
1d0a4b61,0,510,341,0.15490196078431373,0.15490196078431373,0.00784313725490196,0.14705882352941177,5.286671956215159,True
1d398264,0,510,11,0.9607843137254902,0.9607843137254902,0.011764705882352941,0.9490196078431372,0.24620059522859428,True
1d398264,1,510,24,0.7941176470588235,0.7941176470588235,0.12941176470588237,0.6647058823529411,0.8659590493471008,True
1da012fc,0,510,8,0.8,0.8,0.18627450980392157,0.6137254901960785,0.5744075762672555,True
1e81d6f9,0,510,2,0.9980392156862745,0.9980392156862745,0.00196078431372549,0.996078431372549,0.014183195474810515,True
1e97544e,0,510,334,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.0,5.677492734165312,False
2037f2c7,0,510,332,0.0,0.047058823529411764,0.03137254901960784,0.01568627450980392,5.564217564572543,False
